선수명,등번호,생년월일,포지션,신장/체중,경력,입단 계약금,연봉,지명순위,입단년도,Team,days,출신초등학교
성영탁,No.039,2004년 07월 28일,투수(우투우타),180cm/89kg,동주초(부산서구리틀)-개성중-부산고,3000만원,3000만원,24 KIA 10라운드 96순위,,KIA 타이거즈,7834,동주초
신명승,No.042,2002년 11월 02일,포수(우투우타),183cm/94kg,광주수창초-진흥중-진흥고,3000만원,3000만원,22 KIA 2차 9라운드 85순위,,KIA 타이거즈,8468,광주수창초
알드레드,No.64,1996년 07월 25일,투수(좌투좌타),191cm/93kg,미국 Cincinnati(대),25000달러,300000달러,24 KIA 부상 대체 외국인선수,24KIA,KIA 타이거즈,10759,-
양수호,No.59,2006년 09월 09일,투수(우투우타),187cm/82kg,보성초(대전중구리틀)-공주중-공주고,8000만원,3000만원,25 KIA 4라운드 35순위,25KIA,KIA 타이거즈,7061,보성초
양현종,No.54,1988년 03월 01일,투수(좌투좌타),183cm/91kg,학강초-광주동성중-광주동성고-KIA-텍사스,20000만원,50000만원,07 KIA 2차 1라운드 1순위,07KIA,KIA 타이거즈,13827,학강초
엄준현,No.031,2006년 04월 20일,내야수(우투우타),174cm/75kg,서울이수초-언북중-전주고,4000만원,3000만원,25 KIA 9라운드 85순위,,KIA 타이거즈,7203,서울이수초
예진원,No.08,1999년 03월 16일,외야수(좌투좌타),172cm/82kg,양정초-부산중-경남고-넥센-키움-상무-키움,9000만원,4000만원,18 넥센 2차 2라운드 18순위,18넥센,KIA 타이거즈,9795,양정초
오규석,No.022,2001년 12월 04일,투수(우투우타),187cm/97kg,희망대초-휘문중-휘문고,8000만원,3000만원,20 KIA 2차 3라운드 26순위,,KIA 타이거즈,8801,희망대초
오선우,No.56,1996년 12월 13일,내야수(좌투좌타),186cm/95kg,성동초-자양중-배명고-인하대,5000만원,3400만원,19 KIA 2차 5라운드 50순위,19KIA,KIA 타이거즈,10618,성동초
오정환,No.07,1999년 03월 27일,내야수(우투좌타),185cm/85kg,강남초-자양중-경기고,,3000만원,18 KIA 2차 4라운드 36순위,19KIA,KIA 타이거즈,9784,강남초
올러,No.33,1994년 10월 17일,투수(우투우타),193cm/102kg,미국 Northwestern State(대),200000달러,600000달러,25 KIA 자유선발,25KIA,KIA 타이거즈,11406,-
위즈덤,No.45,1991년 08월 27일,내야수(우투우타),188cm/99kg,미국 Saint Mary's(대),200000달러,800000달러,25 KIA 자유선발,25KIA,KIA 타이거즈,12553,-
유승철,No.50,1998년 03월 02일,투수(우투양타),184cm/87kg,순천북초-순천이수중-효천고,18000만원,3800만원,17 KIA 1차,17KIA,KIA 타이거즈,10174,순천북초
유지성,No.4,2000년 11월 15일,투수(좌투좌타),189cm/94kg,수유초-자양중-북일고,7000만원,3200만원,20 KIA 2차 4라운드 36순위,20KIA,KIA 타이거즈,9185,수유초
윤도현,No.9,2003년 05월 07일,내야수(우투우타),181cm/84kg,광주화정초-무등중-광주제일고,10000만원,3200만원,22 KIA 2차 2라운드 15순위,22KIA,KIA 타이거즈,8282,광주화정초
윤영철,No.13,2004년 04월 20일,투수(좌투좌타),187cm/87kg,창서초(서대문구리틀)-충암중-충암고,32000만원,12000만원,23 KIA 1라운드 2순위,23KIA,KIA 타이거즈,7933,창서초
윤중현,No.19,1995년 04월 25일,투수(우언우타),180cm/84kg,광주서석초-무등중-광주제일고-성균관대,4000만원,6000만원,18 KIA 2차 9라운드 86순위,21KIA,KIA 타이거즈,11216,광주서석초
이도현,No.015,2005년 01월 07일,투수(우투우타),188cm/90kg,가동초-휘문중-휘문고,4000만원,3000만원,23 KIA 7라운드 62순위,,KIA 타이거즈,7671,가동초
이상준,No.44,2005년 12월 13일,포수(우투우타),182cm/105kg,서울도곡초-대치중-경기고,10000만원,3000만원,24 KIA 3라운드 26순위,24KIA,KIA 타이거즈,7331,서울도곡초
이성원,No.032,2006년 05월 18일,투수(우투우타),184cm/90kg,호동초(화성B리틀)-안산중앙중-유신고,3000만원,3000만원,25 KIA 10라운드 95순위,,KIA 타이거즈,7175,호동초
이승재,No.014,2000년 10월 04일,투수(우투우타),182cm/82kg,잠신초(강남구리틀)-강남중-휘문고-강릉영동대,8000만원,3600만원,21 KIA 2차 3라운드 24순위,21KIA,KIA 타이거즈,9227,잠신초
이영재,No.09,2002년 01월 11일,외야수(우투우타),185cm/95kg,연현초-평촌중-유신고,6000만원,3000만원,21 KIA 2차 5라운드 44순위,,KIA 타이거즈,8763,연현초
이우성,No.25,1994년 07월 17일,외야수(우투우타),182cm/95kg,대전유천초-한밭중-대전고-두산-상무-두산-NC,12000만원,17000만원,13 두산 2라운드 15순위,13두산,KIA 타이거즈,11498,대전유천초
이의리,No.48,2002년 06월 16일,투수(좌투좌타),185cm/90kg,광주수창초-충장중-광주제일고,30000만원,17000만원,21 KIA 1차,21KIA,KIA 타이거즈,8607,광주수창초
이준범,No.011,2002년 07월 16일,내야수(우투우타),184cm/85kg,광주대성초-광주동성중-광주동성고,3000만원,3000만원,21 KIA 2차 8라운드 74순위,,KIA 타이거즈,8577,광주대성초
이준영,No.20,1992년 08월 10일,투수(좌투좌타),177cm/85kg,군산남초-군산중-군산상고-중앙대-KIA-상무,8000만원,17000만원,15 KIA 2차 4라운드 42순위,15KIA,KIA 타이거즈,12204,군산남초
이창진,No.8,1991년 03월 04일,외야수(우투우타),173cm/85kg,신도초-동인천중-인천고-건국대-롯데-KT-상무-KT,5000만원,14000만원,14 롯데 2차 6라운드 60순위,14롯데,KIA 타이거즈,12729,신도초
이형범,No.28,1994년 02월 27일,투수(우투우타),181cm/80kg,화순초-화순중-화순고-NC-경찰-NC-두산,7000만원,6500만원,12 NC 특별 23순위,12NC,KIA 타이거즈,11638,화순초
이호민,No.63,2006년 08월 26일,투수(우투우타),182cm/85kg,해남북일초(해남군리틀)-이평중-전주고,15000만원,3000만원,25 KIA 2라운드 15순위,25KIA,KIA 타이거즈,7075,해남북일초
임기영,No.17,1993년 04월 16일,투수(우언우타),184cm/86kg,대구수창초-경운중-경북고-한화-상무,11000만원,30000만원,12 한화 2라운드 18순위,12한화,KIA 타이거즈,11955,대구수창초
임다온,No.030,2005년 06월 10일,투수(우투우타),187cm/91kg,수택초(남양주리틀)-청량중-경기상고,4000만원,3000만원,25 KIA 8라운드 75순위,,KIA 타이거즈,7517,수택초
장민기,No.06,2001년 12월 30일,투수(좌투좌타),182cm/88kg,사파초-내동중-용마고-KIA-상무,10000만원,3500만원,21 KIA 2차 2라운드 14순위,21KIA,KIA 타이거즈,8775,사파초
장시현,No.01,2001년 12월 21일,내야수(우투우타),178cm/75kg,서울도곡초-언북중-충암고,4000만원,3000만원,21 KIA 2차 7라운드 64순위,,KIA 타이거즈,8784,서울도곡초
장재혁,No.38,2001년 08월 02일,투수(우투우타),180cm/86kg,부산금강초-대신중-경남고,5000만원,3100만원,20 KIA 2차 6라운드 56순위,22KIA,KIA 타이거즈,8925,부산금강초
전상현,No.51,1996년 04월 18일,투수(우투우타),182cm/88kg,남도초-경복중-대구상원고-KIA-상무,7000만원,30000만원,16 KIA 2차 4라운드 38순위,16KIA,KIA 타이거즈,10857,남도초
정해영,No.62,2001년 08월 23일,투수(우투우타),189cm/98kg,광주대성초-광주동성중-광주제일고,20000만원,36000만원,20 KIA 1차,20KIA,KIA 타이거즈,8904,광주대성초
정해원,No.016,2004년 05월 21일,내야수(우투우타),185cm/87kg,제주신광초-덕수중-휘문고,10000만원,3100만원,23 KIA 3라운드 22순위,23KIA,KIA 타이거즈,7902,제주신광초
조대현,No.050,2005년 02월 19일,투수(우투우타),192cm/85kg,남정초-영남중-강릉고,25000만원,3000만원,24 KIA 1라운드 6순위,24KIA,KIA 타이거즈,7628,남정초
조상우,No.11,1994년 09월 04일,투수(우투우타),186cm/97kg,서화초-상인천중-대전고-히어로즈-키움,25000만원,40000만원,13 넥센 1라운드 1순위,13넥센,KIA 타이거즈,11449,서화초
주효상,No.22,1997년 11월 11일,포수(우투좌타),183cm/95kg,역북초-강남중-서울고-히어로즈-키움,20000만원,4400만원,16 넥센 1차,16넥센,KIA 타이거즈,10285,역북초
최건희,No.028,2002년 07월 09일,투수(우투우타),183cm/70kg,가동초-덕수중-장충고-강릉영동대,6000만원,3000만원,25 KIA 6라운드 55순위,,KIA 타이거즈,8584,가동초
최원준,No.16,1997년 03월 23일,외야수(우투좌타),178cm/85kg,연현초-서울경원중-서울고-KIA-상무,15000만원,40000만원,16 KIA 2차 1라운드 3순위,16KIA,KIA 타이거즈,10518,연현초
최정용,No.23,1996년 10월 24일,내야수(우투좌타),179cm/84kg,서원초-세광중-세광고-삼성-SK-상무,11000만원,4500만원,15 삼성 2차 2라운드 15순위,15삼성,KIA 타이거즈,10668,서원초
최지민,No.39,2003년 09월 10일,투수(좌투좌타),185cm/100kg,강릉율곡초(강릉리틀)-경포중-강릉고,15000만원,12000만원,22 KIA 2차 1라운드 5순위,22KIA,KIA 타이거즈,8156,강릉율곡초
최형우,No.34,1983년 12월 16일,외야수(우투좌타),180cm/106kg,진북초-전주동중-전주고-삼성-경찰-삼성,5000만원,100000만원,02 삼성 2차 6라운드 48순위,02삼성,KIA 타이거즈,15364,진북초
한승택,No.26,1994년 06월 21일,포수(우투우타),174cm/83kg,잠전초(남양주리틀)-잠신중-덕수고-한화-경찰,9000만원,6500만원,13 한화 3라운드 23순위,13한화,KIA 타이거즈,11524,잠전초
한준수,No.55,1999년 02월 13일,포수(우투좌타),184cm/95kg,광주서석초-광주동성중-광주동성고,16000만원,14000만원,18 KIA 1차,18KIA,KIA 타이거즈,9826,광주서석초
홍원빈,No.021,2000년 10월 16일,투수(우투우타),195cm/101kg,안말초-강남중-덕수고,13000만원,3000만원,19 KIA 2차 1라운드 10순위,19KIA,KIA 타이거즈,9215,안말초
홍종표,No.6,2000년 05월 02일,내야수(우투좌타),178cm/72kg,동막초-영남중-강릉고-KIA-상무,11000만원,6500만원,20 KIA 2차 2라운드 16순위,20KIA,KIA 타이거즈,9382,동막초
황대인,No.52,1996년 02월 10일,내야수(우투우타),178cm/100kg,군산신풍초-자양중-경기고-KIA-상무,16000만원,7000만원,15 KIA 2차 1라운드 2순위,15KIA,KIA 타이거즈,10925,군산신풍초
황동하,No.41,2002년 07월 30일,투수(우투우타),183cm/96kg,진북초-전라중-인상고,4000만원,10000만원,22 KIA 2차 7라운드 65순위,23KIA,KIA 타이거즈,8563,진북초
강태경,No.100,2001년 07월 26일,투수(우투좌타),188cm/95kg,양덕초-잠실중-배명고,7000만원,3100만원,20 NC 2차 5라운드 41순위,21NC,NC 다이노스,8932,양덕초
고승완,No.101,2001년 03월 15일,외야수(우투좌타),178cm/81kg,광주대성초-무등중-광주동성고-연세대,3000만원,3000만원,24 NC 9라운드 85순위,,NC 다이노스,9065,광주대성초
권희동,No.36,1990년 12월 30일,외야수(우투우타),177cm/85kg,동천초-경주중-경주고-경남대-NC-상무,3000만원,22500만원,13 NC 9라운드 84순위,13NC,NC 다이노스,12793,동천초
김녹원,No.102,2003년 05월 17일,투수(우투우타),182cm/88kg,학강초-무등중-광주제일고,8000만원,3000만원,22 NC 2차 3라운드 30순위,22NC,NC 다이노스,8272,학강초
김동현,No.103,2002년 08월 30일,포수(우투우타),180cm/88kg,부산대연초-사직중-부산공고-성균관대,,3000만원,25 NC 육성선수,,NC 다이노스,8532,부산대연초
김민규,No.63,2001년 09월 07일,투수(우투우타),183cm/84kg,광주서석초-진흥중-광주동성고-경성대,,3000만원,24 NC 육성선수,24NC,NC 다이노스,8889,광주서석초
김민균,No.104,2005년 01월 18일,투수(좌투좌타),188cm/88kg,가동초-자양중-경기고,9000만원,3000만원,24 NC 3라운드 25순위,24NC,NC 다이노스,7660,가동초
김범준,No.66,2000년 04월 20일,외야수(우투우타),183cm/90kg,울산대현초-제일중-대구고,6000만원,3000만원,19 NC 2차 5라운드 47순위,24NC,NC 다이노스,9394,울산대현초
김성욱,No.38,1993년 05월 01일,외야수(우투우타),181cm/83kg,광주서림초-충장중-진흥고-NC-상무,7000만원,10000만원,12 NC 3라운드 32순위,12NC,NC 다이노스,11940,광주서림초
김세훈,No.9,2005년 04월 04일,내야수(우투우타),174cm/77kg,매호초(경산시리틀)-경운중-경북고,5000만원,3000만원,24 NC 7라운드 61순위,24NC,NC 다이노스,7584,매호초
김시훈,No.21,1999년 02월 24일,투수(우투우타),188cm/95kg,양덕초-마산동중-마산고,20000만원,13500만원,18 NC 1차,18NC,NC 다이노스,9815,양덕초
김영규,No.17,2000년 02월 10일,투수(좌투좌타),188cm/86kg,광주서석초-무등중-광주제일고,4000만원,20000만원,18 NC 2차 8라운드 79순위,18NC,NC 다이노스,9464,광주서석초
김재열,No.32,1996년 01월 02일,투수(우투우타),183cm/97kg,양정초-개성중-부산고-KIA,3000만원,12000만원,14 롯데 2차 7라운드 71순위,20KIA,NC 다이노스,10964,양정초
김정호,No.105,1998년 07월 13일,포수(우투우타),172cm/84kg,대구옥산초-경복중-포항제철고-성균관대,4000만원,3000만원,21 NC 2차 8라운드 76순위,,NC 다이노스,10041,대구옥산초
김주원,No.7,2002년 07월 30일,내야수(우투양타),185cm/83kg,삼일초(군포시리틀)-안산중앙중-유신고,15000만원,20000만원,21 NC 2차 1라운드 6순위,21NC,NC 다이노스,8563,삼일초
김준원,No.106,2005년 05월 31일,투수(우투우타),190cm/82kg,칠성초-대구중-경북고,3000만원,3000만원,24 NC 11라운드 105순위,,NC 다이노스,7527,칠성초
김진우,No.107,2002년 10월 28일,투수(좌투좌타),178cm/82kg,진북초-전라중-군산상고-NC,3000만원,3000만원,21 NC 2차 10라운드 96순위,22NC,NC 다이노스,8473,진북초
김진호,No.54,1998년 06월 07일,투수(우투우타),183cm/90kg,의왕부곡초-성일중-광주동성고-NC-경찰,9000만원,5000만원,17 NC 2차 2라운드 18순위,17NC,NC 다이노스,10077,의왕부곡초
김태경,No.11,2001년 04월 07일,투수(우투우타),188cm/95kg,김해삼성초-내동중-용마고-NC-상무,15000만원,5000만원,20 NC 1차,20NC,NC 다이노스,9042,김해삼성초
김태현,No.15,1998년 03월 21일,투수(좌투좌타),188cm/95kg,김해삼성초-내동중-김해고-NC-경찰,30000만원,3500만원,17 NC 1차,17NC,NC 다이노스,10155,김해삼성초
김태호,No.109,2001년 02월 15일,포수(우투양타),178cm/93kg,신도초(해운대리틀)-센텀중-부산정보고-동아대,,3000만원,24 NC 육성선수,,NC 다이노스,9093,신도초
김태훈,No.95,2006년 10월 26일,투수(우투우타),188cm/88kg,부평남초(부평구리틀)-동인천중-소래고,12000만원,3000만원,25 NC 2라운드 17순위,25NC,NC 다이노스,7014,부평남초
김한별,No.68,2001년 01월 18일,내야수(우투우타),177cm/85kg,효제초-선린중-배재고,,3800만원,20 NC 2차 7라운드 61순위,22NC,NC 다이노스,9121,효제초
김형준,No.25,1999년 11월 02일,포수(우투우타),187cm/98kg,가동초-세광중-세광고-NC-상무,15000만원,11000만원,18 NC 2차 1라운드 9순위,18NC,NC 다이노스,9564,가동초
김휘건,No.19,2005년 08월 27일,투수(우투우타),191cm/105kg,소양초-춘천중-휘문고,25000만원,3000만원,24 NC 1라운드 5순위,24NC,NC 다이노스,7439,소양초
김휘집,No.44,2002년 01월 01일,내야수(우투우타),180cm/92kg,양목초(히어로즈리틀)-대치중-신일고-키움,10000만원,17500만원,21 키움 2차 1라운드 9순위,21키움,NC 다이노스,8773,양목초
노재원,No.110,2001년 07월 26일,투수(우투우타),179cm/93kg,중대초-배명중-배명고,,3000만원,23 NC 육성선수,,NC 다이노스,8932,중대초
데이비슨,No.24,1991년 03월 26일,내야수(우투우타),190cm/104kg,미국 Yucaipa(고),140000달러,1200000달러,24 NC 자유선발,24NC,NC 다이노스,12707,-
도태훈,No.16,1993년 03월 18일,내야수(우투좌타),184cm/85kg,양정초-개성중-부산고-동의대-NC-상무,,8000만원,16 NC 육성선수,16NC,NC 다이노스,11984,양정초
라일리,No.3,1996년 07월 09일,투수(우투우타),190cm/100kg,미국 Louisville(대),120000달러,520000달러,25 NC 자유선발,25NC,NC 다이노스,10775,-
로건,No.12,1997년 05월 23일,투수(좌투좌타),186cm/105kg,미국 IMG Academy(고),140000달러,560000달러,25 NC 자유선발,25NC,NC 다이노스,10457,-
류진욱,No.41,1996년 10월 10일,투수(우투우타),189cm/88kg,양정초-개성중-부산고,10000만원,13500만원,15 NC 2차 2라운드 21순위,15NC,NC 다이노스,10682,양정초
목지훈,No.20,2004년 05월 11일,투수(우투우타),181cm/83kg,효제초-청량중-신일고,8000만원,3000만원,23 NC 4라운드 34순위,23NC,NC 다이노스,7912,효제초
박건우,No.37,1990년 09월 08일,외야수(우투우타),184cm/80kg,역삼초-서울이수중-서울고-두산-경찰-두산,10000만원,70000만원,09 두산 2차 2라운드 10순위,09두산,NC 다이노스,12906,역삼초
박동수,No.111,1999년 05월 24일,투수(우투양타),177cm/85kg,서울학동초-서울경원중-덕수고-고려대-NC-상무,10000만원,3400만원,22 NC 2차 2라운드 20순위,22NC,NC 다이노스,9726,서울학동초
박민우,No.2,1993년 02월 06일,내야수(우투좌타),185cm/80kg,마포초(용산구리틀)-선린중-휘문고,16000만원,90000만원,12 NC 1라운드 9순위,12NC,NC 다이노스,12024,마포초
박세혁,No.10,1990년 01월 09일,포수(우투좌타),181cm/86kg,수유초-신일중-신일고-고려대-두산-상무-두산,6000만원,60000만원,12 두산 5라운드 47순위,12두산,NC 다이노스,13148,수유초
박시원,No.53,2001년 05월 30일,외야수(우투좌타),185cm/85kg,광주서림초-광주동성중-광주제일고,12000만원,4400만원,20 NC 2차 2라운드 11순위,20NC,NC 다이노스,8989,광주서림초
박영빈,No.39,1997년 07월 16일,외야수(우투좌타),182cm/88kg,호원초(의정부리틀)-청량중-충암고-경희대,,3100만원,20 NC 육성선수,23NC,NC 다이노스,10403,호원초
박인우,No.112,2001년 12월 14일,내야수(우투우타),177cm/80kg,배봉초(군포시리틀)-청량중-배명고-용인예술과학대,,3000만원,24 NC 육성선수,,NC 다이노스,8791,배봉초
박주찬,No.113,1996년 01월 11일,내야수(우투우타),178cm/84kg,동막초-경포중-강릉고-동아대,,3000만원,19 NC 육성선수,23NC,NC 다이노스,10955,동막초
박주현,No.67,1999년 08월 03일,투수(좌투좌타),184cm/85kg,철산초(광명리틀)-영동중-충암고-KT,5000만원,3000만원,18 KT 2차 8라운드 71순위,18KT,NC 다이노스,9655,철산초
박지한,No.114,2000년 10월 21일,투수(좌투좌타),185cm/90kg,동일중앙초-부산중-개성고,4000만원,3000만원,19 NC 2차 8라운드 77순위,,NC 다이노스,9210,동일중앙초
박한결,No.60,2004년 04월 26일,외야수(우투우타),181cm/90kg,본리초-경복중-경북고,15000만원,3500만원,23 NC 2라운드 14순위,23NC,NC 다이노스,7927,본리초
배재환,No.61,1995년 02월 24일,투수(우투우타),186cm/95kg,가동초-잠신중-서울고-NC-상무,15000만원,5500만원,14 NC 2차 1라운드 1순위,14NC,NC 다이노스,11276,가동초
서동욱,No.115,2004년 02월 26일,투수(우투우타),177cm/80kg,신천초(송파구리틀)-대치중-신일고,3000만원,3000만원,23 NC 9라운드 84순위,23NC,NC 다이노스,7987,신천초
서의태,No.58,1997년 09월 05일,투수(좌투좌타),194cm/115kg,묵동초(남양주리틀)-청량중-경기고-KT-히어로즈-키움,8000만원,3000만원,16 KT 2차 3라운드 21순위,16KT,NC 다이노스,10352,묵동초
서준교,No.116,2003년 05월 23일,내야수(우투우타),181cm/83kg,거제제산초(거제리틀)-외포중-김해고,3000만원,3000만원,22 NC 2차 10라운드 100순위,,NC 다이노스,8266,거제제산초
서호철,No.5,1996년 10월 16일,내야수(우투우타),179cm/85kg,순천남산초-순천이수중-효천고-동의대-NC-상무,3000만원,17500만원,19 NC 2차 9라운드 87순위,20NC,NC 다이노스,10676,순천남산초
소이현,No.50,1999년 02월 09일,투수(우투우타),185cm/93kg,서울이수초-서울이수중-서울디자인고,8000만원,3100만원,17 NC 2차 3라운드 28순위,17NC,NC 다이노스,9830,서울이수초
손아섭,No.31,1988년 03월 18일,외야수(우투좌타),174cm/84kg,양정초-개성중-부산고-롯데,8000만원,50000만원,07 롯데 2차 4라운드 29순위,07롯데,NC 다이노스,13810,양정초
손주환,No.46,2002년 01월 05일,투수(우투우타),177cm/85kg,영천초-신정중-물금고-동아대,6000만원,3000만원,24 NC 6라운드 55순위,24NC,NC 다이노스,8769,영천초
송승환,No.8,2000년 10월 28일,외야수(우투우타),183cm/93kg,신기초(금천구리틀)-양천중-서울고-두산,10000만원,3200만원,19 두산 2차 2라운드 19순위,19두산,NC 다이노스,9203,신기초
신민우,No.117,2006년 08월 13일,포수(우투우타),181cm/88kg,김해우암초(김해리틀)-내동중-마산고,4000만원,3000만원,25 NC 8라운드 77순위,,NC 다이노스,7088,김해우암초
신민혁,No.18,1999년 02월 04일,투수(우투우타),184cm/95kg,염강초(강서구리틀)-매향중-야탑고,6000만원,18000만원,18 NC 2차 5라운드 49순위,20NC,NC 다이노스,9835,염강초
신성호,No.118,2003년 09월 28일,내야수(우투우타),178cm/76kg,김해삼성초-내동중-마산고,5000만원,3000만원,23 NC 7라운드 64순위,,NC 다이노스,8138,김해삼성초
신영우,No.43,2004년 04월 21일,투수(우투우타),182cm/84kg,센텀초-센텀중-경남고,25000만원,3000만원,23 NC 1라운드 4순위,23NC,NC 다이노스,7932,센텀초
신용석,No.42,2003년 10월 11일,포수(우투우타),181cm/91kg,양덕초-마산동중-마산고,10000만원,3000만원,23 NC 3라운드 24순위,24NC,NC 다이노스,8125,양덕초
안인산,No.119,2001년 02월 27일,내야수(우투우타),181cm/95kg,군포오금초(안양시리틀)-평촌중-야탑고,10000만원,3000만원,20 NC 2차 3라운드 21순위,20NC,NC 다이노스,9081,군포오금초
안중열,No.1,1995년 09월 01일,포수(우투우타),176cm/87kg,가야초-개성중-부산고-(영남사이버대)-KT-롯데-상무-롯데,13000만원,6600만원,14 KT 2차 특별 15순위,14KT,NC 다이노스,11087,가야초
양가온솔,No.120,2006년 02월 24일,외야수(우투우타),182cm/79kg,진북초-전라중-인상고,3000만원,3000만원,25 NC 10라운드 97순위,,NC 다이노스,7258,진북초
오영수,No.34,2000년 01월 30일,내야수(우투좌타),178cm/93kg,사파초-창원신월중-용마고-NC-상무,10000만원,5100만원,18 NC 2차 2라운드 19순위,18NC,NC 다이노스,9475,사파초
원종해,No.56,2005년 04월 09일,투수(우투우타),183cm/83kg,길동초-건대부중-장충고,,3000만원,24 NC 7라운드 65순위,25NC,NC 다이노스,7579,길동초
유재현,No.125,2005년 10월 17일,내야수(우투우타),182cm/76kg,길동초-홍은중-경기상고,7000만원,3000만원,25 NC 5라운드 47순위,,NC 다이노스,7388,길동초
이세민,No.97,2005년 08월 08일,투수(우투우타),187cm/100kg,칠성초-경복중-대구상원고,6000만원,3000만원,25 NC 6라운드 57순위,25NC,NC 다이노스,7458,칠성초
이용찬,No.45,1989년 01월 02일,투수(우투우타),185cm/85kg,신원초-양천중-장충고-두산-상무-두산,45000만원,20000만원,07 두산 1차,07두산,NC 다이노스,13520,신원초
이재학,No.51,1990년 10월 04일,투수(우언우타),181cm/84kg,대구옥산초-경복중-대구고-두산,10000만원,18000만원,10 두산 2라운드 10순위,10두산,NC 다이노스,12880,대구옥산초
이준혁,No.121,2003년 06월 30일,투수(우투우타),184cm/87kg,용인포곡초(처인구리틀)-성일중-율곡고-NC,12000만원,3000만원,22 NC 2차 1라운드 10순위,,NC 다이노스,8228,용인포곡초
이한,No.122,2003년 08월 25일,내야수(우투좌타),181cm/83kg,안산해양초(안산리틀)-수원북중-유신고-NC,7000만원,3000만원,22 NC 2차 4라운드 40순위,,NC 다이노스,8172,안산해양초
임상현,No.28,2005년 07월 16일,투수(우투우타),184cm/89kg,김천신일초(김천시리틀)-상원중-대구상원고,15000만원,3700만원,24 NC 2라운드 15순위,24NC,NC 다이노스,7481,김천신일초
임정호,No.13,1990년 04월 16일,투수(좌투좌타),188cm/90kg,성동초-잠신중-신일고-성균관대-NC-상무,7000만원,20000만원,13 NC 3라운드 30순위,13NC,NC 다이노스,13051,성동초
임지민,No.123,2003년 10월 11일,투수(우투우타),185cm/82kg,가평목동초(가평리틀)-춘천중-강원고,6000만원,3000만원,22 NC 2차 5라운드 50순위,22NC,NC 다이노스,8125,가평목동초
임형원,No.124,2001년 09월 15일,투수(우투우타),183cm/73kg,시흥계수초(소사리틀)-동산중-인천고,8000만원,3000만원,20 NC 2차 4라운드 31순위,20NC,NC 다이노스,8881,시흥계수초
장창훈,No.93,2000년 05월 22일,내야수(우투좌타),176cm/70kg,강남초-개군중-설악고-강릉영동대,3000만원,3000만원,25 NC 9라운드 87순위,25NC,NC 다이노스,9362,강남초
전루건,No.47,2000년 06월 09일,투수(우투우타),185cm/80kg,도신초-충암중-부천고-두산,14000만원,3100만원,19 두산 2차 1라운드 9순위,19두산,NC 다이노스,9344,도신초
전사민,No.57,1999년 07월 06일,투수(우투우타),194cm/85kg,연서초(부산동래구리틀)-대신중-부산정보고-NC-상무,10000만원,3800만원,19 NC 2차 2라운드 17순위,19NC,NC 다이노스,9683,연서초
정주영,No.133,2004년 06월 18일,투수(좌투좌타),184cm/97kg,대구장기초(대구달서구리틀)-경운중-경북고,4000만원,,23 NC 8라운드 74순위,23NC,NC 다이노스,7874,대구장기초
정현창,No.126,2006년 07월 14일,내야수(우투좌타),177cm/70kg,김해부곡초-부산토현중-부산공고,5000만원,3000만원,25 NC 7라운드 67순위,,NC 다이노스,7118,김해부곡초
조창연,No.127,2006년 04월 07일,외야수(우투우타),185cm/90kg,천안남산초-장충중-장충고,3000만원,3000만원,25 NC 11라운드 107순위,,NC 다이노스,7216,천안남산초
조현민,No.128,2005년 03월 23일,내야수(우투좌타),181cm/83kg,정수초(성북구리틀)-서울이수중-충암고,4000만원,3000만원,24 NC 8라운드 75순위,,NC 다이노스,7596,정수초
조효원,No.129,1999년 03월 10일,내야수(우투우타),180cm/87kg,공주중동초-온양중-공주고-원광대,8000만원,3000만원,22 NC 2차 4라운드 34순위,,NC 다이노스,9801,공주중동초
천재환,No.23,1994년 04월 01일,외야수(우투우타),181cm/83kg,대전신흥초-공주중-화순고-고려대,,7600만원,17 NC 육성선수,22NC,NC 다이노스,11605,대전신흥초
최보성,No.130,1998년 10월 16일,내야수(우투우타),181cm/88kg,진해장복초(진해리틀)-외포중-개성고,4000만원,3100만원,18 NC 2차 7라운드 69순위,18NC,NC 다이노스,9946,진해장복초
최성영,No.26,1997년 04월 28일,투수(좌투좌타),180cm/85kg,영랑초-설악중-설악고-NC-상무,10000만원,8000만원,16 NC 2차 2라운드 13순위,16NC,NC 다이노스,10482,영랑초
최우석,No.48,2005년 03월 31일,투수(우투우타),190cm/90kg,서흥초-동인천중-비봉고,6000만원,3000만원,24 NC 5라운드 45순위,24NC,NC 다이노스,7588,서흥초
최윤혁,No.131,2004년 01월 07일,투수(좌투좌타),185cm/93kg,강릉율곡초-경포중-강릉고-강릉영동대,,3000만원,25 NC 육성선수,,NC 다이노스,8037,강릉율곡초
최정원,No.14,2000년 06월 24일,내야수(우투좌타),176cm/70kg,서원초-청주중-청주고-NC-상무,5000만원,7000만원,19 NC 2차 7라운드 67순위,20NC,NC 다이노스,9329,서원초
한석현,No.33,1994년 05월 17일,외야수(좌투좌타),181cm/73kg,후암초-대천중-경남고-LG,5000만원,3700만원,14 LG 2차 5라운드 48순위,20LG,NC 다이노스,11559,후암초
한재승,No.55,2001년 11월 21일,투수(우투우타),180cm/90kg,동막초-상인천중-인천고,7000만원,7500만원,21 NC 2차 4라운드 36순위,21NC,NC 다이노스,8814,동막초
